id,name,latitude,longitude,address,opening_hours,phone,website,suburb,city,created_at,updated_at
2,Petone Cafe & Takeaway,-41.2261854,174.8817205,null,null,null,null,null,null,2025-06-25 03:05:44.959997,2025-06-25 03:05:44.959997
3,Caffiend,-41.2259253,174.8808593,"233 Jackson Street, Petone",null,null,http://www.caffiend.co.nz,Petone,null,2025-06-25 03:05:44.959997,2025-06-25 03:05:44.959997
1782,Kalendar,51.5620412,-0.1496786,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
1795,Pavillion Cafe,51.5823256,-0.1498519,null,Mo-Su 08:00-17:00,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
1797,The Steward's Room,51.571476,-0.16715,null,Dec-Jan: Sa-Su 08:00-15:00; Feb-Mar: Sa-Su 08:00-16:00; Apr-Sep: Sa-Su 08:00-17:00; Oct-Nov: Sa-Su 08:00-16:00; Dec-Jan: Mo-Fr 08:00-12:00; Feb-Mar: Mo-Fr 08:00-15:00; Apr-Sep: Mo-Fr 08:00-16:00; Oct-Nov: Mo-Fr 08:00-15:00,+44 20 8348 4073,http://searcyskenwoodhouse.co.uk,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2469,The Observatory,51.5253508,-0.1252436,"64 Marchmont Street, London",Mo-Sa 08:45-17:00,null,https://www.theobservatory.org,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
1804,Unnamed Venue,51.525232,-0.1216222,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
7195,Soul Stop Cafe,51.5935894,0.0250579,"154 George Lane, London",null,+44 20 8989 1849,null,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7197,La Cafeteria,51.5915326,-0.0061685,"841 Forest Road, Walthamstow, London",null,null,null,Walthamstow,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7198,Picnic Sandwich Bar,51.5911441,-0.0079498,"803 Forest Road, Walthamstow, London",null,null,null,Walthamstow,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7199,La Delice in the Park,51.5935115,-0.0212144,null,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
5415,London Grind,51.506607,-0.0885343,"2 London Bridge, London",Mo-Th 07:00-00:00; Fr 07:00-01:00; Sa 08:00-01:00; Su 09:00-19:00,+44 20 7378 1928,https://grind.co.uk/londongrind,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
7200,Chaiiwala,51.5821036,-0.0183708,"223 Hoe Street, London",Mo-Th 08:00-23:00; Fr-Sa 09:00-01:00; Su 09:00-23:00,+44 20 8521 0203,https://www.chaiiwala.co.uk,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
2301,Corner Cafe,51.5078364,-0.1003939,"53 Bankside, London",Sa-Su 10:00-17:20,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
5417,Mouse Tail Coffee,51.5018065,-0.0923829,"211 Borough High Street, London",null,null,null,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
7201,Fresh as a Daisy,51.5924422,0.0284773,"11 Mulberry Way, London",Su-Sa 06:00-21:00,+44 20 8532 9654,https://www.freshasadaisyltd.co.uk/,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7203,Creative Biscuit,51.5914676,0.0285172,61 George Lane,null,+44 20 8532 2824,https://www.creativebiscuit.co.uk/,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7204,Milk#2,51.5810211,-0.0329554,"23B St James's Street, London",Mo-Fr 07:00-15:00; Sa 08:00-16:00; Su 09:00-16:00,null,null,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
2309,Bacari,51.5155699,-0.0909161,"10 Basinghall Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
7205,The Canteen Cafe,51.5963111,0.0214384,"127 High Road, London",null,+44 20 8504 3333,null,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7207,Pat's Cafe,51.5990126,0.0504156,null,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7208,Demo Cafe,51.5895605,-0.0395059,"92 Blackhorse Lane, Walthamstow, London",null,null,null,Walthamstow,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7212,Boat House Kiosk,51.5795689,0.0051198,"Whipps Cross Road, London",null,null,null,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7214,Costa,51.5827693,-0.0193616,"5 Station Approach, Walthamstow, London",null,null,null,Walthamstow,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7215,Enjoy Sandwich & Cafe Bar,51.5769304,-0.0300592,"86 Markhouse Road, Walthamstow, London",null,null,null,Walthamstow,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
2310,Costa,51.5149983,-0.0905988,"97 Gresham Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2311,Notes,51.5191629,-0.0895783,"1 Ropemaker Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
1806,Wagon Cafe,51.5532287,-0.1045938,"60 Drayton Park, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
1807,Little Wonder Cafe,51.5539551,-0.1105932,"46-50 Hornsey Road, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
1808,Oasis in the Park,51.5514471,-0.09959,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
1899,Panopolis,51.5165862,-0.1767977,null,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
7202,Casa Castelo,51.5910826,0.0290348,49 George Lane,null,+44 20 8252 3773,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7206,Tea Room,51.5816034,0.021082,null,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7210,Maison Fraise,51.5896672,0.0818315,"50 High Street, Barkingside, Ilford",null,+44 20 8551 3726,null,Barkingside,Ilford,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7211,Marino's Cafe,51.589139,0.0814361,"24 High Street, Barkingside, Ilford",null,null,null,Barkingside,Ilford,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
205,Petit Bordeaux,-41.2819302,174.7776334,null,null,null,null,null,null,2025-06-26 04:27:56.698575,2025-06-26 04:27:56.698575
1805,Cafe Olive,51.532949,-0.1112097,42a Penton Street,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
7216,Jimmy's Cafe,51.5768939,-0.0297235,"113 Markhouse Road, Walthamstow, London",null,null,null,Walthamstow,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7217,Morrisons Cafe,51.6072934,-0.021431,"6-7 Salisbury Hall Gardens Chingford Road, London",null,null,null,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7221,Deli on the green,51.6095768,0.0213774,null,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7222,Belgique,51.6078831,0.0334295,"11 The Broadway, Woodford Green",Mo-Fr 07:00-17:30; Sa 07:30-18:00; Su 07:30-16:30,null,null,null,Woodford Green,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7223,Costa,51.6075923,0.033353,"5 The Broadway, Woodford Green",Mo-Fr 06:30-18:00; Sa 07:00-18:00; Su 08:00-17:00,null,https://www.costa.co.uk/locations/store-locator/map?latitude=51.60759999999999&longitude=0.033249799999993,null,Woodford Green,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7227,Today Bread,51.5852286,-0.0193186,"137 Hoe Street, Walthamstow, London",null,null,https://www.todaybread.com/,Walthamstow,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7228,Incoming Coffee,51.582787,-0.0191523,"4 Station Approach, Walthamstow, London",null,null,null,Walthamstow,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7230,The Rolling Scones Cafe,51.5840421,-0.0082525,"Shernhall Street, Walthamstow, London",null,null,null,Walthamstow,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7239,Dada,51.5994459,0.0201538,"237 High Road, London",Mo-Fr 07:30-17:00; Sa 08:00-17:00; Su 09:00-17:00,null,null,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7242,The Old Station Yard Cafe,51.5861278,-0.0028233,"186 Wood Street, Walthamstow, London",null,null,https://www.oldstationyardcafe.co.uk/,Walthamstow,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7244,Costa,51.5931348,0.0256006,"132 George Lane, London",null,null,https://www.costa.co.uk,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7253,Home Organic Bakery,51.5913366,0.0292208,"1d Cowslip Road, London",null,+44 7551 097774,null,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
1085,Al Bader,51.5534559,-0.0049624,"96 High Road Leyton, Leyton, London",null,null,null,Leyton,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1093,Applecart Arts Cafe,51.5341302,0.0271896,"170 Harold Road, Upton Park, London",null,null,http://www.applecartarts.com/our_venue.php#the_cafe,Upton Park,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1809,Costa,51.5156884,-0.111853,null,null,null,https://www.costa.co.uk/,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
1086,Cafe du Metro,51.5547064,-0.005117,"140 High Road Leyton, Stratford, London",null,null,null,Stratford,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1087,Olympic Coffee,51.5545416,-0.005106,"132 High Road Leyton, Stratford, London",null,null,null,Stratford,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1096,Paga Cafe,51.5677254,-0.0327138,"193 Lea Bridge Road, Leyton, London",null,null,null,Leyton,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1097,Cafe Benor,51.5674811,-0.0333605,"183a Lea Bridge Road, Leyton, London",null,null,null,Leyton,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1098,Kophi,51.5673479,-0.0336887,"173 Lea Bridge Road, Leyton, London","Mo-Fr 08:00-16:00; Sa,Su 09:00-16:00",null,null,Leyton,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
529,Unnamed Venue,-41.1876972,174.9459916,null,null,null,null,null,null,2025-06-26 04:27:56.698575,2025-06-26 04:27:56.698575
1099,Fastline,51.5707932,-0.0243138,"343 Lea Bridge Road, Leyton, London",null,null,null,Leyton,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
263,Fuel,-41.2819001,174.7764271,null,null,null,null,null,null,2025-06-26 04:27:56.698575,2025-06-26 04:27:56.698575
7262,Wood St. Coffee,51.5917369,-0.0389883,null,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7263,Fonta Nella,51.5783006,0.0021763,null,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
2312,Costa,51.515953,-0.0877494,"6 Copthall Avenue, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
7274,Lloyd’s,51.6097825,-0.005156,null,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7279,STOW Grab N Go,51.588479,-0.0048902,null,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7280,The Curious Goat,51.5805066,-0.0309931,null,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7281,Darling's at Town Hall,51.5908293,-0.0127768,null,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7284,Caribbean Eatery,51.5936482,-0.0413757,"Blackhorse Lane, London",We-Sa 11:00-20:30,+44 20 8418 5558,https://www.caribbean-eatery.co.uk/menu/,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7292,The Willow Tree,51.5875105,-0.043597,"4 Wickford Way, London",null,null,null,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7293,Haven Coffee,51.5835498,-0.0180482,"78 St Mary Road, London",Mo-Fr 06:30-18:00; Sa 09:00-17:00; Su 09:00-16:00,null,https://www.havencoffee.co.uk/,null,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
5430,Starbucks,51.500879,-0.0933924,"223-237 Borough High Street, London",null,null,https://www.starbucks.com/store-locator/store/2817/borough-high-street-borough-st-223-227-borough-high-street-london-eng-se-1-1-jd-g,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
2313,Bagelmania,51.5172116,-0.0873822,"156 London Wall, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2314,Costa,51.5196543,-0.0893372,"1 Ropemaker Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
5437,Honi Poke,51.5111047,-0.0796233,"4-6 New London Street, London",null,null,null,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
5438,La Chatica,51.4933917,-0.0987959,"2 Elephant Road, London",Mo-Sa 08:00-20:00; Su 10:00-18:00,+44 20 7277 4485,http://www.lachatica.com,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
2317,Crussh,51.514545,-0.1042484,"6 Farringdon Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
2534,Hammurabi,51.5228179,-0.1738123,424 Edgware Road,null,null,null,null,null,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
295,Chocolate Dayz Cafe,-41.282511,174.9063983,null,null,null,null,null,null,2025-06-26 04:27:56.698575,2025-06-26 04:27:56.698575
7264,Bare Brew,51.5799988,0.023808,"7 High Street, Wanstead, London",null,null,https://www.barebrew.co.uk/,Wanstead,London,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
297,Cotti,-41.2824077,174.9065152,Marine Drive,null,null,null,null,null,2025-06-26 04:27:56.698575,2025-06-26 04:27:56.698575
7296,Rising Son Cafe,51.5871325,0.006152,null,Tu 09:30-15:00; Fr 09:30-13:00; Sa 10:00-15:00,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7299,Ray Park Cafe,51.6096814,0.0455976,null,"PH,Mo-Su 08:30-16:30",null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7303,Hermanos Colombian Coffee Roasters,51.5886918,-0.0400962,Sopwith Avenue,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
2322,Rosslyn,51.5109844,-0.0874537,"116 Cannon Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
14180,The Glasshouse,51.7174735,0.5014275,null,null,null,null,null,null,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
2332,Coco Di Mama,51.5156812,-0.1088347,"5 Nevill Lane, London",Mo-Fr 06:30-17:00,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
5449,Skygarden - Sky Pod Café/Bar,51.5111941,-0.083758,"20 Fenchurch Street, London",null,null,null,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
14181,Fontanella,51.7737995,0.4667102,"Court Road, Chelmsford",Mo-Fr 08:00-20:00; Sa-Su 10:00-17:00,+44 1245 440478,null,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
14182,Small Talk Tearooms,51.7327946,0.4765662,"25 Springfield Road, Chelmsford","Mo-Tu 09:00-16:00; We-Sa 09:00-17:00, Su 10:00-16:00",+44 1245 690809,https://smalltalktearooms.co.uk/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
5466,WatchHouse,51.5036514,-0.074418,"37 Shad Thames, London",Mo-Fr 07:00-18:00; Sa-Su 07:30-18:00,+44 20 7407 6431,https://www.thewatchhouse.com/,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
14183,Costa,51.7322469,0.4760509,"1-2 Backnang Square, Chelmsford",Mo-Th 07:00-18:00; Sa 08:00-17:00; Su 08:00-16:00,null,https://www.costa.co.uk/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
14184,Cake at the Lake,51.7326053,0.4642121,null,null,+44 1245 931590,null,null,null,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
14185,Acanteen,51.7318299,0.4734466,"35 New London Road, Chelmsford",Mo-We 09:00-16:00; Th 09:00-23:00; Fr-Sa 09:00-00:00; Su 10:00-17:30,+44 1245 205889,https://www.acanteen.co.uk/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
1046,Department of Coffee and Social Affairs,51.5148466,-0.0734926,"133 Whitechapel High Street, London",Mo-Fr 07:30-18:00,null,https://departmentofcoffee.com,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
5470,Crol & Co.,51.4913212,-0.0751241,"77 Dunton Road, London",Mo-Fr 17:00+ closed; Sa-Su 17:30+ closed,null,null,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
14186,Recess,51.7315171,0.474291,"4-5 Barrack Square, Chelmsford",Mo-Sa 09:00-16:00; Su 10:00-16:00,+44 1245 345666,http://recesscoffee.co.uk/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
14187,Kings Coffee House,51.7308184,0.4739942,"11 Moulsham Street, Chelmsford",Mo-Fr 08:30-16:00; Sa 08:00-16:00; Su 09:30-15:00,+44 1245 356872,https://www.kingscafechelmsford.com/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
14188,Toast,51.7313804,0.4747791,"1 Moulsham Street, Chelmsford",Mo-Sa 08:00-17:00; Su 09:00-16:00,null,https://www.lovetoast.co.uk/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
14189,Sainsbury's Café,51.7523287,0.512451,"White Hart Lane, Chelmsford",Mo-Sa 08:00-17:00; Su 09:30-15:00,+44 1245 451797,https://stores.sainsburys.co.uk/0305/springfield-cafe,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
5728,Crol & Co Coffee,51.5029199,-0.091051,null,null,null,null,null,null,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
1121,The Pastry Parlour,51.5134029,-0.0694592,"8 Piazza Walk, London","Mo-Fr 07:00-17:00; Sa, Su 08:00-17:00",+44 20 7702 4113,http://www.thepastryparlour.co.uk/,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
5846,Sidecar Cafe,51.4921125,-0.0990804,null,null,null,null,null,null,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
5860,WatchHouse,51.5152313,-0.0804181,"100 Bishopsgate, London",null,null,null,null,London,2025-06-27 03:59:24.765338,2025-06-27 03:59:24.765338
14190,Muffin Break,51.7318154,0.4756654,"The Meadows, Chelmsford",Mo-Fr 08:00-17:30; Sa 08:00-18:00; Su 10:00-16:30,null,https://muffinbreak.co.uk/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
14191,Jamaica Blue,51.7335733,0.4759452,"Bond Street, Chelmsford",Mo-Fr 08:30-16:30; Sa 08:00-17:30; Su off,+44 1245 358407,https://www.jamaicablue.co.uk/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
14192,Costa,51.7329323,0.4739188,"73-75 High Street, Chelmsford",Mo-Fr 08:30-17:00; Sa 09:30-17:00; Su 10:30-16:00,null,https://www.costa.co.uk/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
14193,Coffee Link,51.7365255,0.4685019,"Duke Street, Chelmsford",null,null,https://coffeelink.com/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
2325,Hilliard,51.5126371,-0.1077178,"26A Tudor Street, London",null,null,null,null,London,2025-06-26 06:42:15.924606,2025-06-26 06:42:15.924606
333,Mojo,-41.2816481,174.7756739,null,null,null,null,null,null,2025-06-26 04:27:56.698575,2025-06-26 04:27:56.698575
14194,Costa,51.7364466,0.4690599,"Duke Street, Chelmsford",Mo-Fr 05:00-17:30; Sa 06:00-17:00; Su 07:00-16:00,null,https://www.costa.co.uk/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
7341,Costa,51.6061432,0.0542364,"688-690 Chigwell Road, Woodford Green",Mo-Fr 06:30-19:00; Sa 07:00-19:00; Su 08:30-18:00,null,null,null,Woodford Green,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
1341,Nero Express,51.5422412,-0.0046989,null,null,null,null,null,null,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
14195,Puccino's,51.7364121,0.4685951,"Duke Street, Chelmsford",null,+44 1245 262415,https://www.puccinosworldwide.com/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
14196,Puccino's Deli,51.7363373,0.4684394,null,null,null,null,null,null,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
14197,Costa,51.7743483,0.4665466,"Court Road, Chelmsford",Mo-Fr 08:00-20:00; Sa-Su 10:00-17:00,null,https://www.costa.co.uk/,null,Chelmsford,2025-06-29 09:03:36.748484,2025-06-29 09:03:36.748484
334,The Bach Cafe,-41.290192,174.8976887,"11 Rimu Street, Eastbourne, Lower Hutt",null,null,null,Eastbourne,Lower Hutt,2025-06-26 04:27:56.698575,2025-06-26 04:27:56.698575
19803,Milk And Honey,-35.6827581,174.3004672,null,null,null,null,null,null,2025-07-03 11:09:02.361197,2025-07-03 11:09:02.361197
1350,Mooboo,51.5400949,0.0000893,"6 Broadway, London",null,null,null,null,London,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
7352,Atrium Cafe,51.6143462,0.0263937,null,null,null,null,null,null,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
1390,Lemonade by Lemonica,51.5438752,-0.0070329,null,null,null,null,null,null,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
1394,Bubbleology,51.5427443,-0.0069012,null,null,null,null,null,null,2025-06-26 06:40:28.757237,2025-06-26 06:40:28.757237
7321,Café 104,51.5882554,0.0813208,"104 Tanners Lane, Ilford",null,+44 20 8550 9563,https://www.cafe104.co.uk/,null,Ilford,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7335,Bella's coffee,51.5908173,0.0829013,"86 High Street, Ilford",null,null,null,null,Ilford,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
7336,Danny's Pie & Mash,51.5911133,0.0832387,"100 High Street, Ilford",null,+44 20 8220 0510,https://dannyspieandmashilford.cafecityguide.website,null,Ilford,2025-06-27 10:08:05.09229,2025-06-27 10:08:05.09229
